weight_id,w_gmic,w_nyu,w_glam,threshold_id,threshold_quantile,threshold,threshold_source,ground_truth_used_for_threshold_derivation,tn,fp,fn,tp,sensitivity,sensitivity_unavailable_reason,specificity,specificity_unavailable_reason,precision_ppv,precision_ppv_unavailable_reason,npv,npv_unavailable_reason,fpr,accuracy,balanced_accuracy,f1,f1_unavailable_reason,roc_auc,roc_auc_unavailable_reason,average_precision,auprc,auprc_method,auprc_unavailable_reason,diagnostic_only,eligible_for_freeze
W13,0.2,0.3,0.5,T03,0.5,0.053475,analysis_score_quantile,False,1762,1664,23,121,0.8402777777777778,,0.514302393461763,,0.06778711484593837,,0.9871148459383754,,0.485697606538237,0.5274509803921569,0.6772900856197703,0.12545360290305857,,0.7174983378737757,,0.14281730482146565,0.14281730482146565,average_precision_score,,True,False
W13,0.2,0.3,0.5,T04,0.7,0.13147699999999993,analysis_score_quantile,False,2442,984,57,87,0.6041666666666666,,0.712784588441331,,0.08123249299719888,,0.9771908763505402,,0.287215411558669,0.7084033613445379,0.6584756275539988,0.14320987654320988,,0.7174983378737757,,0.14281730482146565,0.14281730482146565,average_precision_score,,True,False
W13,0.2,0.3,0.5,T05,0.9,0.278422,analysis_score_quantile,False,3111,315,102,42,0.2916666666666667,,0.9080560420315237,,0.11764705882352941,,0.9682539682539683,,0.09194395796847636,0.8831932773109243,0.5998613543490952,0.16766467065868262,,0.7174983378737757,,0.14281730482146565,0.14281730482146565,average_precision_score,,True,False
W14,0.6,0.2,0.2,T01,0.1,0.01476,analysis_score_quantile,False,349,3077,7,137,0.9513888888888888,,0.10186806771745475,,0.04262601120099564,,0.9803370786516854,,0.8981319322825453,0.1361344537815126,0.5266284783031718,0.08159618820726623,,0.7101647126548616,,0.12193073837723661,0.12193073837723661,average_precision_score,,True,False
W14,0.6,0.2,0.2,T02,0.3,0.034120000000000004,analysis_score_quantile,False,1057,2369,14,130,0.9027777777777778,,0.30852305896088733,,0.05202080832332933,,0.9869281045751634,,0.6914769410391126,0.33249299719887954,0.6056504183693325,0.09837306091562618,,0.7101647126548616,,0.12193073837723661,0.12193073837723661,average_precision_score,,True,False
W14,0.6,0.2,0.2,T03,0.5,0.06581000000000001,analysis_score_quantile,False,1760,1666,25,119,0.8263888888888888,,0.5137186223000584,,0.06666666666666667,,0.9859943977591037,,0.4862813776999416,0.5263305322128852,0.6700537555944737,0.12337998963193364,,0.7101647126548616,,0.12193073837723661,0.12193073837723661,average_precision_score,,True,False
W14,0.6,0.2,0.2,T04,0.7,0.16144799999999995,analysis_score_quantile,False,2447,979,52,92,0.6388888888888888,,0.7142440163455925,,0.08590102707749767,,0.9791916766706683,,0.28575598365440746,0.7112044817927171,0.6765664526172407,0.151440329218107,,0.7101647126548616,,0.12193073837723661,0.12193073837723661,average_precision_score,,True,False
W14,0.6,0.2,0.2,T05,0.9,0.6,analysis_score_quantile,False,2884,542,106,38,0.2638888888888889,,0.8417980151780502,,0.06551724137931035,,0.9645484949832775,,0.1582019848219498,0.8184873949579832,0.5528434520334695,0.10497237569060773,,0.7101647126548616,,0.12193073837723661,0.12193073837723661,average_precision_score,,True,False
W15,0.2,0.6,0.2,T01,0.1,0.019618,analysis_score_quantile,False,346,3080,11,133,0.9236111111111112,,0.10099241097489783,,0.04139433551198257,,0.969187675070028,,0.8990075890251021,0.1341736694677871,0.5123017610430045,0.07923741435805778,,0.7159456687422975,,0.12110603473405376,0.12110603473405376,average_precision_score,,True,False
W15,0.2,0.6,0.2,T02,0.3,0.037248,analysis_score_quantile,False,1055,2371,16,128,0.8888888888888888,,0.3079392877991827,,0.051220488195278115,,0.9850606909430439,,0.6920607122008173,0.33137254901960783,0.5984140883440358,0.09685962920923194,,0.7159456687422975,,0.12110603473405376,0.12110603473405376,average_precision_score,,True,False
W15,0.2,0.6,0.2,T03,0.5,0.06427000000000001,analysis_score_quantile,False,1763,1663,22,122,0.8472222222222222,,0.5145942790426153,,0.06834733893557422,,0.9876750700280112,,0.4854057209573847,0.5280112044817927,0.6809082506324188,0.12649040953862103,,0.7159456687422975,,0.12110603473405376,0.12110603473405376,average_precision_score,,True,False
W15,0.2,0.6,0.2,T04,0.7,0.14455199999999988,analysis_score_quantile,False,2441,985,58,86,0.5972222222222222,,0.7124927028604787,,0.08029878618113913,,0.9767907162865146,,0.28750729713952133,0.707843137254902,0.6548574625413505,0.14156378600823044,,0.7159456687422975,,0.12110603473405376,0.12110603473405376,average_precision_score,,True,False
W15,0.2,0.6,0.2,T05,0.9,0.28889000000000004,analysis_score_quantile,False,3112,314,101,43,0.2986111111111111,,0.9083479276123759,,0.12044817927170869,,0.9685652038593215,,0.09165207238762405,0.8837535014005602,0.6034795193617435,0.17165668662674652,,0.7159456687422975,,0.12110603473405376,0.12110603473405376,average_precision_score,,True,False
