chunk,model,elapsed_seconds,monitoring_samples,avg_cpu_percent,max_memory_mib,avg_gpu_util_percent,max_gpu_memory_mib
83,gmic,483.8878675780143,155,156.40967741935484,,3.3806451612903228,2529.0
83,nyu,68.37315526499879,22,447.0140909090909,,1.7272727272727273,2562.0
83,glam,409.8364961579791,132,163.03833333333336,,3.015151515151515,2771.0
84,gmic,479.8582411860116,154,147.9398051948052,,3.363636363636364,2611.0
84,nyu,59.77775313897291,19,458.0652631578947,,0.7368421052631579,2594.0
84,glam,400.5771612829994,129,158.50387596899225,,3.984496124031008,2800.0
85,gmic,481.5722702509957,155,157.34645161290322,,0.8451612903225807,2559.0
85,nyu,68.77031177096069,22,473.6990909090909,,2.3181818181818183,2592.0
85,glam,403.7617820520536,130,166.25953846153848,,2.8384615384615386,2801.0
86,gmic,492.7585849969764,158,160.99879746835444,,3.6012658227848102,2770.0
86,nyu,89.05567223200342,28,465.2628571428572,,2.5,2767.0
86,glam,445.4130744819995,142,171.35176056338028,,2.4859154929577465,3164.0
87,gmic,549.4069355250103,176,151.99335227272726,,2.403409090909091,2861.0
87,nyu,70.90892994002206,23,476.6017391304348,,1.434782608695652,2747.0
87,glam,420.1566652230104,135,165.59644444444444,,4.214814814814815,2958.0
88,gmic,485.3880113619962,156,147.03929487179488,,1.1730769230769231,2711.0
88,nyu,64.73901863303035,21,420.0390476190476,,1.3333333333333333,2735.0
88,glam,405.0454621060053,130,157.3576153846154,,3.630769230769231,2960.0
89,gmic,500.7113707950339,161,158.76049689440993,,1.8695652173913044,2717.0
89,nyu,84.58568795898464,27,436.4274074074074,,2.2222222222222223,2743.0
89,glam,423.87568477296736,136,169.44941176470587,,5.286764705882353,2959.0
90,gmic,493.8459794389783,159,159.0849685534591,,3.188679245283019,2724.0
90,nyu,74.92587712098612,24,456.0758333333333,,0.7083333333333334,2749.0
90,glam,412.5435032629757,132,170.65257575757576,,3.037878787878788,3021.0
91,gmic,476.9252471029759,153,154.73091503267975,,1.6339869281045751,2610.0
91,nyu,64.30311859201174,21,458.6919047619048,,2.095238095238096,2635.0
91,glam,398.4110229499638,128,165.58,,2.6953125,2851.0
92,gmic,481.3170873139752,155,157.72967741935483,,2.141935483870968,2610.0
92,nyu,70.00884489499731,23,457.5130434782608,,0.9565217391304348,2635.0
92,glam,406.8794443969964,131,166.72679389312975,,4.526717557251908,2851.0
93,gmic,482.36788442201214,155,156.52599999999998,,2.225806451612903,2610.0
93,nyu,68.13678188697668,22,465.3027272727273,,3.136363636363636,2636.0
93,glam,405.3592741900357,130,169.08138461538462,,4.753846153846154,2852.0
94,gmic,490.9208829139825,158,152.14506329113922,,3.930379746835443,2706.0
94,nyu,70.16559897101251,23,432.2886956521739,,1.8695652173913044,2746.0
94,glam,415.70229760499205,133,162.6477443609023,,3.932330827067669,2959.0
95,gmic,481.8043760090368,155,158.98045161290324,,2.535483870967742,2717.0
95,nyu,72.13441610895097,23,464.76913043478265,,7.695652173913044,2743.0
95,glam,402.6697256139596,129,168.6028682170543,,4.403100775193798,2962.0
96,gmic,497.9512648630189,160,170.07375,,2.10625,2718.0
96,nyu,92.807412042981,30,443.93033333333335,,2.2333333333333334,2755.0
96,glam,423.6566833559773,136,180.01507352941175,,4.0,2959.0
97,gmic,487.1743784089922,156,160.64038461538462,,1.6153846153846154,2719.0
97,nyu,73.18469293200178,24,470.5395833333334,,1.6666666666666667,2744.0
97,glam,410.0397749129916,131,173.16885496183204,,5.038167938931298,2961.0
98,gmic,473.56841786496807,152,148.21532894736842,,2.381578947368421,2770.0
98,nyu,59.02733815595275,19,445.62421052631584,,1.5263157894736843,2632.0
98,glam,394.7243499519536,127,156.50677165354332,,3.669291338582677,2837.0
99,gmic,484.11255761701614,155,154.56806451612903,,3.270967741935484,2607.0
99,nyu,65.84527930099284,21,469.1928571428571,,2.761904761904762,2630.0
99,glam,406.77502215700224,131,163.5785496183206,,4.038167938931298,2847.0
100,gmic,484.8317243750207,156,159.33532051282052,,2.5641025641025643,2605.0
100,nyu,73.64407218596898,24,457.9941666666667,,3.75,2631.0
100,glam,409.0244533439982,131,170.4577099236641,,3.969465648854962,2846.0
101,gmic,489.9270699760528,157,159.07942675159237,,1.4331210191082802,2604.0
101,nyu,84.82746993598994,27,408.4507407407408,,1.3703703703703705,2630.0
101,glam,415.3753492290271,133,167.90285714285716,,5.165413533834586,2957.0
102,gmic,475.8419463000028,153,148.4864705882353,,1.7058823529411764,2715.0
102,nyu,60.26933989697136,20,432.4235,,3.3,2740.0
102,glam,396.143153440964,127,160.10338582677167,,3.866141732283464,2957.0
103,gmic,486.5044059160282,156,154.89249999999998,,2.326923076923077,2718.0
103,nyu,69.68977509601973,22,471.9195454545454,,2.272727272727273,2741.0
103,glam,411.179224291991,132,165.24295454545455,,3.75,2957.0
104,gmic,488.2005400540074,157,159.037898089172,,3.0,2715.0
104,nyu,75.79493866697885,24,461.66041666666666,,0.4583333333333333,2741.0
104,glam,411.2047322080471,132,170.8901515151515,,5.0,2957.0
105,gmic,487.0496300680097,156,160.76788461538462,,2.608974358974359,2770.0
105,nyu,76.98834943195106,25,433.5252,,0.0,2632.0
105,glam,409.1144061519881,131,169.4103816793893,,3.740458015267176,2848.0
106,gmic,480.21062070701737,154,154.7688961038961,,2.4740259740259742,2607.0
106,nyu,66.2371526180068,21,460.14809523809527,,2.4285714285714284,2635.0
106,glam,403.4511560450192,129,164.55217054263565,,3.4728682170542635,2849.0
107,gmic,487.8156472599949,157,154.34662420382165,,2.13375796178344,2607.0
107,nyu,69.43930835596984,22,458.4363636363637,,0.2272727272727272,2632.0
107,glam,411.818860880041,132,162.70083333333332,,4.424242424242424,2848.0
108,gmic,479.46718619496096,154,154.4107792207792,,1.896103896103896,2607.0
108,nyu,63.17108400998404,20,469.3525,,1.55,2644.0
108,glam,404.16418119199807,130,162.8496923076923,,2.5384615384615383,2848.0
109,gmic,487.11323518597055,156,159.8052564102564,,2.352564102564102,2717.0
109,nyu,76.72986439301167,25,444.17800000000005,,1.28,2742.0
109,glam,407.9387579800096,131,169.66335877862596,,6.083969465648855,2959.0
110,gmic,479.8407288530143,154,149.190974025974,,2.941558441558441,2717.0
110,nyu,56.08649674395565,18,463.5361111111111,,4.277777777777778,2744.0
110,glam,402.3360424900311,129,155.51643410852714,,4.503875968992248,2958.0
111,gmic,480.8656027709949,154,152.56084415584414,,3.383116883116883,2717.0
111,nyu,62.59027420199709,20,459.36,,1.3,2744.0
111,glam,404.1263069579727,130,162.22523076923076,,3.453846153846154,2958.0
112,gmic,488.7831162440125,157,159.0424203821656,,1.853503184713376,2716.0
112,nyu,73.06665670999791,24,454.97333333333336,,5.875,2743.0
112,glam,415.310265927983,133,169.1806766917293,,3.488721804511278,2959.0
113,gmic,489.1937906439998,157,156.67547770700637,,3.3121019108280256,2607.0
113,nyu,70.4159100149991,23,454.2839130434783,,4.304347826086956,2633.0
113,glam,412.351106201997,132,166.20772727272723,,3.257575757575758,2853.0
114,gmic,498.42757207201794,160,158.5385,,2.39375,2763.0
114,nyu,81.20479133399203,26,444.04,,3.5,2782.0
114,glam,419.7127856269945,134,172.68731343283582,,3.08955223880597,2996.0
115,gmic,481.67699524899945,155,149.60567741935483,,1.5870967741935484,2746.0
115,nyu,67.02503504196648,22,437.4068181818182,,0.9090909090909092,2783.0
115,glam,406.3187172060134,130,161.4656923076923,,3.046153846153846,2987.0
116,gmic,486.2738213050179,156,155.98032051282053,,1.993589743589744,2745.0
116,nyu,68.15644972003065,22,459.6013636363636,,3.1818181818181817,2771.0
116,glam,410.19833306700457,132,165.4217424242424,,3.5,2993.0
117,gmic,490.1167272159946,157,155.78343949044586,,2.178343949044586,2750.0
117,nyu,68.38747799099656,22,463.7513636363637,,0.7727272727272727,2788.0
117,glam,410.7717867019819,132,163.6909090909091,,5.03030303030303,2993.0
118,gmic,484.3041946220328,156,151.22756410256412,,1.7884615384615383,2839.0
118,nyu,63.52679847396212,21,450.82,,4.333333333333333,2666.0
118,glam,406.3773666060297,130,164.02284615384616,,3.684615384615384,2870.0
119,gmic,496.650555699016,159,163.1159748427673,,3.276729559748428,2627.0
119,nyu,84.95811819500523,27,464.0911111111112,,0.8148148148148148,2656.0
119,glam,421.94201094598975,135,176.70214814814815,,3.511111111111111,2870.0
120,gmic,480.9525038219872,154,148.10474025974025,,1.4350649350649352,2628.0
120,nyu,62.72962146700593,20,427.2405,,0.0,2653.0
120,glam,401.86467026302125,129,157.6175968992248,,4.426356589147287,2870.0
121,gmic,497.3032607009518,160,164.8059375,,3.61875,2628.0
121,nyu,87.8587025720044,28,457.2342857142857,,1.2142857142857142,2666.0
121,glam,424.6304032020271,136,179.36595588235295,,3.2794117647058822,3017.0
122,gmic,483.8981120060198,155,151.87058064516128,,1.8838709677419356,2775.0
122,nyu,62.79489282699069,20,476.42,,2.35,2801.0
122,glam,401.6870049110148,129,161.57372093023255,,3.550387596899225,3017.0
123,gmic,477.2066970950109,153,155.03235294117647,,2.973856209150327,2775.0
123,nyu,68.08631386503112,22,432.6040909090909,,2.272727272727273,2697.0
123,glam,428.2180367190158,136,170.4270588235294,,2.889705882352941,3054.0
